code,vul_id,severity,line_no
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",862,2,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",917,1,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",922,0,-1
password = 'hardcoded_password123'  # CWE-798,476,2,9
password = 'hardcoded_password123'  # CWE-798,73,1,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",74,3,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",74,3,4
password = 'hardcoded_password123'  # CWE-798,400,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",119,3,1
password = 'hardcoded_password123'  # CWE-798,1189,1,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",311,2,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",352,3,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,0,-1
password = 'hardcoded_password123'  # CWE-798,284,1,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",22,0,-1
password = 'hardcoded_password123'  # CWE-798,369,2,15
password = 'hardcoded_password123'  # CWE-798,23,3,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",284,0,-1
password = 'hardcoded_password123'  # CWE-798,416,0,-1
password = 'hardcoded_password123'  # CWE-798,319,3,8
password = 'hardcoded_password123'  # CWE-798,73,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1021,3,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",703,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",918,2,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",191,2,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",703,2,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,1,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",369,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",703,3,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",120,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",306,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,1,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,3,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,3,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",917,3,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",306,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,1,5
password = 'hardcoded_password123'  # CWE-798,918,2,15
password = 'hardcoded_password123'  # CWE-798,917,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,2,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,1,7
password = 'hardcoded_password123'  # CWE-798,74,2,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",476,1,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,2,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",863,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",22,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,0,-1
password = 'hardcoded_password123'  # CWE-798,1321,2,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",311,2,2
password = 'hardcoded_password123'  # CWE-798,23,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",862,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",200,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",310,3,4
password = 'hardcoded_password123'  # CWE-798,90,2,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",74,0,-1
password = 'hardcoded_password123'  # CWE-798,16,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,1,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1231,3,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",16,3,14
password = 'hardcoded_password123'  # CWE-798,306,1,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,2,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",201,1,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",862,1,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1191,0,-1
password = 'hardcoded_password123'  # CWE-798,201,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",248,3,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",601,3,4
password = 'hardcoded_password123'  # CWE-798,369,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,3,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",917,1,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",310,0,-1
password = 'hardcoded_password123'  # CWE-798,1191,2,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",78,1,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",352,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",327,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,2,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1021,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",862,3,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,2,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,3,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",862,3,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",248,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,3,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,2,12
password = 'hardcoded_password123'  # CWE-798,917,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1191,0,-1
password = 'hardcoded_password123'  # CWE-798,201,2,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",732,2,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,2,11
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",125,0,-1
password = 'hardcoded_password123'  # CWE-798,798,3,4
password = 'hardcoded_password123'  # CWE-798,732,3,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",798,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,3,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",319,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",310,1,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,2,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",23,3,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1189,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",22,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,3,1
password = 'hardcoded_password123'  # CWE-798,862,0,-1
password = 'hardcoded_password123'  # CWE-798,601,2,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,1,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",917,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",306,3,2
password = 'hardcoded_password123'  # CWE-798,306,2,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1189,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",601,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",22,2,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",77,1,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,3,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",400,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",787,2,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,1,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",89,1,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",330,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",191,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",918,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",248,3,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",601,2,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",191,1,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1191,1,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",502,1,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,1,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",79,3,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",732,1,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",862,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,3,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",330,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",601,3,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",20,1,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",77,2,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",502,2,6
password = 'hardcoded_password123'  # CWE-798,327,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",287,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",352,1,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",359,3,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",89,3,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",502,1,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",200,1,4
password = 'hardcoded_password123'  # CWE-798,311,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1321,3,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",201,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",200,2,8
password = 'hardcoded_password123'  # CWE-798,416,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",90,1,7
password = 'hardcoded_password123'  # CWE-798,200,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",94,2,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",502,0,-1
password = 'hardcoded_password123'  # CWE-798,78,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",787,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1191,2,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,3,1
password = 'hardcoded_password123'  # CWE-798,922,0,-1
password = 'hardcoded_password123'  # CWE-798,22,2,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",319,1,11
password = 'hardcoded_password123'  # CWE-798,601,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,2,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,2,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",369,2,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",22,3,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",78,1,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1321,3,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",369,3,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",94,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",78,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",798,2,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",23,2,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",306,2,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,1,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",94,2,7
password = 'hardcoded_password123'  # CWE-798,359,1,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,1,9
password = 'hardcoded_password123'  # CWE-798,89,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,1,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",200,2,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",74,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",862,1,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",79,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",200,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",209,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",476,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",798,2,4
password = 'hardcoded_password123'  # CWE-798,77,2,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,3,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1191,2,15
password = 'hardcoded_password123'  # CWE-798,732,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",918,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",16,3,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",863,2,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",327,3,5
password = 'hardcoded_password123'  # CWE-798,23,1,11
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,3,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,3,15
password = 'hardcoded_password123'  # CWE-798,922,1,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,1,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",191,3,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",787,3,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",91,1,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",922,2,5
password = 'hardcoded_password123'  # CWE-798,20,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,2,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1191,1,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",732,2,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,2,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",201,1,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",89,1,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",732,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",703,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",330,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",703,2,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",79,3,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",416,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,3,13
password = 'hardcoded_password123'  # CWE-798,79,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",319,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",310,2,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",327,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",502,1,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,1,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",310,1,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1191,2,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",798,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",120,1,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",787,2,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",94,3,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",209,3,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,1,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,3,10
password = 'hardcoded_password123'  # CWE-798,1321,1,12
password = 'hardcoded_password123'  # CWE-798,1189,3,15
password = 'hardcoded_password123'  # CWE-798,359,1,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",330,3,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",190,1,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",90,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",191,1,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,2,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1021,2,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",327,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,2,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",416,2,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",209,2,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",326,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,3,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,1,1
password = 'hardcoded_password123'  # CWE-798,922,3,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",191,2,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",74,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",369,3,5
password = 'hardcoded_password123'  # CWE-798,201,2,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",328,3,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",200,2,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",918,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",330,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",416,2,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",917,2,10
password = 'hardcoded_password123'  # CWE-798,787,1,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,1,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",863,3,1
password = 'hardcoded_password123'  # CWE-798,190,2,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",359,3,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",319,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",918,1,2
